geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,scope,types,vicinity,business_status,opening_hours,plus_code,rating,user_ratings_total,hex_id
"{'location': {'lat': 52.3873878, 'lng': 4.6462194}, 'viewport': {'northeast': {'lat': 52.42865255562656, 'lng': 4.686469750378643}, 'southwest': {'lat': 52.33893104515273, 'lng': 4.599287640053803}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Haarlem,"[{'height': 1350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117269371912788197905"">S.K. Gupta</a>'], 'photo_reference': 'AXQCQNTX43DAWsdfmS4Gu61q3nFImocnbbPR7amwaR4QHUBh-Zt_c_fUYrBYxgh8yTJsVWnbSklEUjHI39qLNC7yZd1OMiGYIK4YyJamzsUMtEYnlJXc9PYKFCYAI5SkOLlke4nBm-32WkXMqMrurehEf-oRZteqjURQtfPayTYiFj66_qoqnGmvMHhuJp-bylY5OjKNXMwZMxNhAIh4DXtasCnqth5q53VAR3mLgUqOFpRfUYcyblQXKmP4fzutKCZDKmjOpyqprZer7yW4tyCe9_u_KEXUFtNusnPQ_WVQROBDJvOh-PwEeVknITYQydq0BHqjvdAMSLx36UjvWDL3DS4zcnBmHdVX53B2nkY_np8COEcJGj2s_kUTFXG3yTacgFPauBLWZVSh9JCVmzEks9_a0dE7dq4ldHwg1ALtX9JwCIQBGDP_vij98yPRSv7WUs6Aqg4Xk3fzyo4OfK7XJh_VPVsnykIOiyZ4pZLmCSxiDicpxtcGhYcGJsXaS1nq0gk3VG3JUW9qzSehsMmvDK16oo1i_WjCedKf0qcMuZTjc61Am-HeKgOvp18owOl4Q1x7sHgwVwoHFcBy2eAregIx7REihpMEz6xe5FOSzw5PnBfusOaTRGIjbnZiCklO', 'width': 1080}]",ChIJ--nhYGzvxUcROX6huIBW4Yo,ChIJ--nhYGzvxUcROX6huIBW4Yo,GOOGLE,"['locality', 'political']",Haarlem,,,,,,8819682ed7fffff
"{'location': {'lat': 52.3650866, 'lng': 4.611081700000001}, 'viewport': {'northeast': {'lat': 52.36648848029149, 'lng': 4.612362530291503}, 'southwest': {'lat': 52.3637905197085, 'lng': 4.609664569708499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Opel Motorhuis,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110351978403231192291"">Opel Motorhuis</a>'], 'photo_reference': 'AXQCQNQuuoTU4HRgV3Chfs5-lvtcC1E-G0xPnAAsHeRke9_MWO1Us-9j-DSuDVZZNTGqZI0st7k9zRH0cqvVTOv7qlaviuCZmDubx1xV5jPVyM6JvuPCtMMuclIOp3JeT7KqOVQU7eB81viTPUCKMlXS7bNM81QQd4AcaaFF-ewmkt3QA4UHqCwwCJPIvtO3mEvr7FIwBZbXqWNmWxrFBmpHPRLfNsLjKul3VqIv7VyWS6EBVV_KZEk21hg_RTfyUOQl4b1Q-t9niWPdV1SVG_qWSWMWhXSPrEUjuA6dVKGKoE33hshiRWGEa8wgqfBnmKtEpcIgJTSHs4M', 'width': 5184}]",ChIJFfq8GC_vxUcRyBMMeLBN40c,ChIJFfq8GC_vxUcRyBMMeLBN40c,GOOGLE,"['car_dealer', 'store', 'point_of_interest', 'establishment']","Grijpensteinweg 10, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9J86+2C Haarlem, Netherlands', 'global_code': '9F469J86+2C'}",4.2,253.0,8819682ed7fffff
"{'location': {'lat': 52.3694444, 'lng': 4.6144444}, 'viewport': {'northeast': {'lat': 52.3708801302915, 'lng': 4.615589680291502}, 'southwest': {'lat': 52.3681821697085, 'lng': 4.612891719708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Vomar Voordeelmarkt,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103888768118506914410"">Antonia Marino</a>'], 'photo_reference': 'AXQCQNSPP8kESQYYV7jD-9vD-28XgIA3htyutk4wYT7c76ohb9W-ElKMxi9wpubiEWFFH9d-6YEL9o-B7-jhSB5bhwRlU6XMB6qOAp5P8sEcYM-hsSo6lTZq9UEcJGyvfTugrYZ93TTjJYK0uSOTOHGmvrx4Y76yuxdWpggvIWI1SxStlvkAon95kpSvO-Y5u8KUg6nPRTnEZP-oB6_1vubudl_1wx4FTtMlhdGuQNWvCE9zjWBB2gIlBsr3kft7xwKrq3V_fycwBsSlWa8LOGDDiP62S-_BCatWaMpfZ-7O4vDeaV4TFmayPRzKBz7RaOxWbtXNq1-31ldp-gB5hLjxYgqJ8lZGf_RitRgGNjbQrlToWjlQxDzQzPy2w35PHbHUg31M91BDq7ME410X4qE4H_MHzNya36JhfKWaoKsvWZ-QaJ7mbtE8q_GcS2uYCqYayxg39hsM9OABFkqPKXblIME8uEVp3m8riFYPymI93a0Qd9OJ0rlDLLCXODDU5P2B1NdjMRLk68QSjKrFzJS09px7yi_XMjegi2Vy-HwvpVYdht4rrREdNo_rQjkL9-IdZE76yfAarWrnR_wsl96YG3viZkuSZ6yFOgjZAwqA0UrUg4EwBuv_nHdnFUod1GeOsvI3aQ', 'width': 4032}]",ChIJbXAABiXvxUcRqEJ4S0MmYHs,ChIJbXAABiXvxUcRqEJ4S0MmYHs,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","Stephensonstraat 50, Haarlem",OPERATIONAL,{'open_now': True},"{'compound_code': '9J97+QQ Haarlem, Netherlands', 'global_code': '9F469J97+QQ'}",4.1,940.0,8819682ed7fffff
"{'location': {'lat': 52.3718632, 'lng': 4.6089872}, 'viewport': {'northeast': {'lat': 52.3731664302915, 'lng': 4.609863030291502}, 'southwest': {'lat': 52.3704684697085, 'lng': 4.607165069708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LifeFit Center Haarlem,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113964913148987490545"">Sebastiaan</a>'], 'photo_reference': 'AXQCQNRYXReWh8fsTNRk7tpTaJA4m4ks4h0oEG8xrwhRupln0G7XVCkosPH79_QJtjCVa__XVioGlAxAJll5AWYQxfFjEy6lRm_pAkRQBIgdwwliUmo7I9ex19UHPGI4yEHMLzcGZHlL8t8Opl3cjNNrwHUb2plWPIRyh0qFrwaJ1A8xTd76GlbvvPvExrUPD-d1WRhCQMpHi996PiCtz3BxVtcaXFBfk4hR7bwrns5g_0UFroJudATSBydXKxeWfQqxhH-oC3tfhK9LwQ9I0f24tSykE4yasbWXBbO0Jt2EzIG9GdmCi86hNEGoSXpGMMbbbieep5fccsDGMs4lulQhSoYUEOHbN7y729BO7cQmic7peL9ZLn01ZvLW24BV07h3A1EGFopjl6uJ9l-hC1_p6cdCxP1FDIenJaEe8s1eelNcpWqiOH2QbVuGc_sqrDXS0205YD1dnc0ZoQNQCFkHVsParHYw_GAp2X2HOxMb7ZfcC9h9K9chcw2jvdFrylFgaS8TKctgvqnNTb04dlOT5u53rm0O9dmtO3rE2zve_AMumsJwsqUlEt7brDABv77piszV5Svoh8HkQ947l2SEuz6BnNCZMuBUrS1kAzGqVSBHX7mwN1gmNVAeVyO5ct7CGbX8tQ', 'width': 2448}]",ChIJHeHBWp3vxUcR4MXvV9PxGdw,ChIJHeHBWp3vxUcR4MXvV9PxGdw,GOOGLE,"['gym', 'health', 'point_of_interest', 'establishment']","Zeedistelweg 1, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JC5+PH Haarlem, Netherlands', 'global_code': '9F469JC5+PH'}",4.5,106.0,8819682ed7fffff
"{'location': {'lat': 52.37217649999999, 'lng': 4.6118454}, 'viewport': {'northeast': {'lat': 52.3735174802915, 'lng': 4.613142680291502}, 'southwest': {'lat': 52.3708195197085, 'lng': 4.610444719708497}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Tabaksspeciaalzaak Haarlem | voorheen: Cigo Cor Mazereeuw,"[{'height': 2749, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111078264694581233407"">Go 360 (Go-360)</a>'], 'photo_reference': 'AXQCQNQbln1IDHgp7gN4WY01cqM0XJFnJVqV34IHGgjPMb_0A8GgRR9f0UU7UYwiKUdnnq84JtaLH30Ca7Gp98qjJWmDb6rIDKFh3KIvpW9NOTPt1aXp6xhwQoHv7B9O33Hx0Bcw24xfBYTsi6FMP_n8mXgWy4WG26YYOmFQU3scDUixW3a95IHnHv6PRwE_Q9mCfSVi-r9fwGww7gV106IrjcMQ4uhv6hHAniwvDBi_m6g9TFTe2Yr95ugBAoYgGp4hvOpQe0_ulYkwvLlsH1KWme60UbRAdt3vVxy4Ur5GKfeNX8cZCjsBtJ3m2s0Mf5gBU9uMIWJakr7Ub7YE__tgqUUlYShnrBSkaevncqdwQMXchqSGSAJqI6kFmMStaJrfI57At4ewIfwXASVT2YM1t5b3vuSjWy5EFqG_C80Z2iR644yBgleh42BZ7BrlEC6A8Egq74L5J8bNfNmIrWFIb0GlOGPr7-MdEwDnvgfmJsAQRGchQiH7vv9-bZCwOWT8GVm5U2swPve9wdAJ8mUbocTyMNXscVNxUSrAxyVRov0w6VkzDF2N4iqSMPhkKIGBUCUsKyAxwajFggWV_VgLWh80yWBQJt720hnHi6wAdd9EOO75aPlnpJSfJbuO6iAmoj7OtQ', 'width': 3423}]",ChIJoV93DiTvxUcR4FoFCmbYEjA,ChIJoV93DiTvxUcR4FoFCmbYEjA,GOOGLE,"['store', 'point_of_interest', 'establishment']","Pijlslaan 128, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9JC6+VP Haarlem, Netherlands', 'global_code': '9F469JC6+VP'}",4.8,57.0,8819682ed7fffff
"{'location': {'lat': 52.3667407, 'lng': 4.6100349}, 'viewport': {'northeast': {'lat': 52.36819303029149, 'lng': 4.611443880291501}, 'southwest': {'lat': 52.36549506970849, 'lng': 4.608745919708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Beautique Naturelle,"[{'height': 648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116404365661576855758"">Beautique Naturelle</a>'], 'photo_reference': 'AXQCQNQbZPwzMvjEYoT0GKAa50uBYkxOY5tAXpSFJAJom1lGlSUucj7M5d-QaIq6oZ6GpaxltInPdG83WBRjHSNs6ETikXm-uS_L2bVmb8Xm_oqQYXDpNnn56DnfLPwm30UvVtDD_KB28Qol0TV7I1qkd1kBkdLPvYL9NUJBT8MWfzpNVda0aoOISZIiY-cTlg784DdsMCu2SOp5NRzoAv2pJn9M3O4yaOaDgBcSss9aDaZxsLCj0b11_flSvLF2OIPju-aOvoRvuqJNMfOxmBlQueakvhCOLtNZpe-1XKEB7PqViN5CEPNABkP8JTpjeiMjZDm-wmxmLE8', 'width': 968}]",ChIJ_2XJUi_vxUcR7496PR0d8UI,ChIJ_2XJUi_vxUcR7496PR0d8UI,GOOGLE,"['beauty_salon', 'point_of_interest', 'establishment']","Faradaystraat 2, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9J86+M2 Haarlem, Netherlands', 'global_code': '9F469J86+M2'}",3.0,2.0,8819682ed7fffff
"{'location': {'lat': 52.36636859999999, 'lng': 4.6167305}, 'viewport': {'northeast': {'lat': 52.36756338029149, 'lng': 4.617970780291502}, 'southwest': {'lat': 52.36486541970849, 'lng': 4.615272819708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Lyceum Sancta Maria,"[{'height': 5546, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111052350535308401243"">Lyceum Sancta Maria</a>'], 'photo_reference': 'AXQCQNSvEke51fFCbYUGodEvqLPpJHE9wqw-N7om7U1MtfYe40GFAL7mw9mLGH4t-0ELE5Ntn2DVkEKisxYiBDUYYs2D6_yYM3_--n2ampzW3Prgh5slFMk7udlbFrh7-HmJOvbUgktV1-X2r-NFV1-d7fuECWFaI3WGGCD2n9sNarLOOzVNbRqBNzqiOdfR_QlK4EgKfecRsd104znn2xgl2vgkxwfqV9WB09redkbh8oTQw9EU-di2M7a0sNpmWLpAYPrRzdDMpB_nWjNqkboXouf-fXxJ8FPcjU51Upiqtjy_L6pwoVmh-5DFV1wAnZjGu2aWNpprHPA', 'width': 8320}]",ChIJfyz1EDDvxUcRt55cSjengdw,ChIJfyz1EDDvxUcRt55cSjengdw,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']","Van Limburg Stirumstraat 4, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9J88+GM Haarlem, Netherlands', 'global_code': '9F469J88+GM'}",,,8819682ed7fffff
"{'location': {'lat': 52.3690228, 'lng': 4.6160228}, 'viewport': {'northeast': {'lat': 52.37037283029149, 'lng': 4.617425430291503}, 'southwest': {'lat': 52.3676748697085, 'lng': 4.614727469708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Pak 'n Bak Aanhanger Verhuur,,ChIJuwsGJiXvxUcRyLiRI4nbOAM,ChIJuwsGJiXvxUcRyLiRI4nbOAM,GOOGLE,"['store', 'point_of_interest', 'establishment']","Leidsevaart 396, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9J98+JC Haarlem, Netherlands', 'global_code': '9F469J98+JC'}",4.0,1.0,8819682ed7fffff
"{'location': {'lat': 52.3686931, 'lng': 4.6127352}, 'viewport': {'northeast': {'lat': 52.37000638029149, 'lng': 4.613804080291502}, 'southwest': {'lat': 52.36730841970849, 'lng': 4.611106119708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Stiho-bouwplein Haarlem Zuid,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115991016165097375882"">Rafal Zagorski</a>'], 'photo_reference': 'AXQCQNSc4cGOq0n1ZkHk76oqfW4Sn8G3rHZu5KHAjy74e1xriovyWULhmpHlkWJPVL0TRRMRe_zse4hUojmZaTu8ghEdXhwjZx8u8jQhWePgt6Z2P5dmGGhGF1I3AsA7v-O41_ZOZzNF_DkXjJx-PdusiUPws4OMfyYyW64QfuPu0DhjeKOID3RDKRkjRuteQSoBVZTsBiKyt4O9qRZXyZteV_Htvujf8fywhzWc8UZFuzz4tX0P89KVZ5eI5T-S8FpOhXVsN65MD190KqXeUFxZoJm60prXE-t2BbMyN2GRiOlElJm5rTKqU_r_FBwa7PFvjoRkmv7pMbhJnCvuOXj0VLdQ0BDPDd4RRTS3gYq5ptpDYsZ5Wv5x0zYwq2vd8SKIGT54Zq_ZSw63omei_xWglFl3kadPgGAtK0ER8ctqufb4cIPtfbZTI3HWTd2cGkrYXmhycQ3Pp4mYqMDea52AkhkT7YxGxsj_u8_DM6s_nz4W6mWXUgS6R308SjssoqBUNAZ_zBMi1xDXinoWsNnnSLM4UVnnenZI2lmjHjBG6CSDVYZ2fn29u9FXyGDciQtDoCoWgBZlo73aZM1eIFaL4H8XREDmflTcKGm3q7bwQ9N9ZojryM06seuCNM3_ITS7qX2L715W', 'width': 4032}]",ChIJj7wtoCXvxUcRg4wXIye_hKY,ChIJj7wtoCXvxUcRg4wXIye_hKY,GOOGLE,"['store', 'point_of_interest', 'establishment']","Stephensonstraat 53, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9J97+F3 Haarlem, Netherlands', 'global_code': '9F469J97+F3'}",4.6,26.0,8819682ed7fffff
"{'location': {'lat': 52.3690146, 'lng': 4.613327099999999}, 'viewport': {'northeast': {'lat': 52.37034788029149, 'lng': 4.614736830291502}, 'southwest': {'lat': 52.3676499197085, 'lng': 4.612038869708498}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Thuiszorgwinkel Haarlem,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116788166391015883790"">Willy Venema</a>'], 'photo_reference': 'AXQCQNQF6PL71M1UbWl7HzCSc4pQeIkGdjdLdNaEhaDbFt_VGr1FaAKGDyqpz2xcdSw545Gs7UWV2DijTgahDkJM9V4_NA1hn1OgB4wyDsGVJ9mNMRgSIQRBZXkKrKIYBRrFeSOZriYm9_hesjsK7QU_o98MNro317JCVH-bkCHnsHOMrWo3N5n8OJUlZEBCiBDQL2LgpRSoByquXp_hMB8LmMhAW9oPuHt7zK7xhH7jzItjBiGLjzd4u6Zeo8A1JqxHdPDnEIyqXsxIE64pohhc8rkE0oc7kTJJWBwP3eWpA9OK--p3IxntdTsxtPVCT2LlB24sB1wMJ12ylgcjnPxl5hZIIdlAwy3fNKjRBjjEYthIVmxTinnoiorgJNEF-ZtpTno7cBuJ9xBEChugquNqQz3T5jrgurMW6_0qNDDhXyyQT4LWw5cjWfefjeLqYJ8DjWGPFN75TwiL5SCROjYUzz0rYpNfRfN1a6Q1iv0i5Rppto75qhJefU6Wuc1FZII_SMZnKEqRWYjBZ3jphvHcYE5-0nIJGER-_dCNCD1UPMKRlGpErQH52EusziIORfiAkw-Ep7iwsHFgdfQk6qbEbrR_3gMbXTFWxWKS4efnnJwAWrbDJ-XTYQDQlUhiqGMucBts5g', 'width': 2448}]",ChIJ1b-xoCXvxUcRh3G7kWdu9gY,ChIJ1b-xoCXvxUcRh3G7kWdu9gY,GOOGLE,"['health', 'point_of_interest', 'establishment']","Stephensonstraat 45, Haarlem",OPERATIONAL,{'open_now': False},"{'compound_code': '9J97+J8 Haarlem, Netherlands', 'global_code': '9F469J97+J8'}",3.0,3.0,8819682ed7fffff
